dataset,public_trajectory_id,original_trajectory_sha256,step_index,step_label,step_span_label,hard_negative,productive_iteration_flag,unproductive_cycle_flag,uncertain_flag,unresolved_flag,confidence
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,27,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,28,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,29,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,30,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,31,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,32,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,33,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,34,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,35,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,36,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,37,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,38,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,39,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,40,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,41,stagnant,unproductive_cycle,False,False,True,False,False,0.88
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,42,stagnant,unproductive_cycle,False,False,True,False,False,0.88
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,43,stagnant,unproductive_cycle,False,False,True,False,False,0.88
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,44,stagnant,unproductive_cycle,False,False,True,False,False,0.88
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,45,stagnant,unproductive_cycle,False,False,True,False,False,0.83
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,46,stagnant,unproductive_cycle,False,False,True,False,False,0.83
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,47,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,48,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,49,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,50,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,51,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,52,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,53,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,54,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,55,stagnant,unproductive_cycle,False,False,True,False,False,0.88
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,56,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,57,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,58,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,59,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,60,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,61,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,62,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,63,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,64,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,65,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,66,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,67,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,68,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,69,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,70,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,71,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,72,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,73,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,74,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,75,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,76,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,77,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,78,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,79,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,80,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,81,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,82,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,83,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,84,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,85,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,86,stagnant,unproductive_cycle,False,False,True,False,False,0.88
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,87,stagnant,unproductive_cycle,False,False,True,False,False,0.88
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,88,stagnant,unproductive_cycle,False,False,True,False,False,0.8
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,89,stagnant,unproductive_cycle,False,False,True,False,False,0.8
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,90,stagnant,unproductive_cycle,False,False,True,False,False,0.65
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,91,stagnant,unproductive_cycle,False,False,True,False,False,0.65
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,92,stagnant,unproductive_cycle,False,False,True,False,False,0.8
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,93,stagnant,unproductive_cycle,False,False,True,False,False,0.65
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,94,stagnant,unproductive_cycle,False,False,True,False,False,0.75
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,95,stagnant,unproductive_cycle,False,False,True,False,False,0.8
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,96,stagnant,unproductive_cycle,False,False,True,False,False,0.85
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,97,stagnant,unproductive_cycle,False,False,True,False,False,0.85
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,98,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,99,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,100,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,101,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,102,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,103,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,104,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,105,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,106,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,107,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,108,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,109,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,110,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,111,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,112,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,113,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,114,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,115,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,116,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,117,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,118,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,119,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,120,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,121,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,122,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,123,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,124,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,125,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,126,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,127,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,128,stagnant,unproductive_cycle,False,False,True,False,False,0.85
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,129,stagnant,unproductive_cycle,False,False,True,False,False,0.85
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,130,stagnant,unproductive_cycle,False,False,True,False,False,0.85
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,131,stagnant,unproductive_cycle,False,False,True,False,False,0.85
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,132,stagnant,unproductive_cycle,False,False,True,False,False,0.85
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,133,stagnant,unproductive_cycle,False,False,True,False,False,0.85
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,134,stagnant,unproductive_cycle,False,False,True,False,False,0.85
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,135,stagnant,unproductive_cycle,False,False,True,False,False,0.7
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,136,stagnant,unproductive_cycle,False,False,True,False,False,0.8
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,137,stagnant,unproductive_cycle,False,False,True,False,False,0.85
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,138,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,139,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,140,stagnant,unproductive_cycle,False,False,True,False,False,0.85
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,141,stagnant,unproductive_cycle,False,False,True,False,False,0.85
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,142,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,143,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,144,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,145,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,146,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,147,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,148,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,149,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,150,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,151,stagnant,unproductive_cycle,False,False,True,False,False,0.93
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,152,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,153,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,154,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,155,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,156,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,157,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,158,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,159,stagnant,unproductive_cycle,False,False,True,False,False,0.95
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,160,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000075,bddb2c0046950471221aebb2203baf2ca3c01459fa1a31cd06d8b1b11eaebed1,161,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,0,productive,none,False,False,False,False,False,0.75
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,1,stagnant,none,False,False,False,False,False,0.8
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,2,productive,productive_iteration,False,True,False,False,False,0.88
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,3,productive,productive_iteration,False,True,False,False,False,0.93
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,4,productive,productive_iteration,False,True,False,False,False,0.9
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,5,productive,productive_iteration,False,True,False,False,False,0.9
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,6,productive,productive_iteration,False,True,False,False,False,0.8
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,7,stagnant,none,False,False,False,False,False,0.9
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,8,productive,productive_iteration,True,True,False,False,False,0.88
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,9,productive,productive_iteration,True,True,False,False,False,0.83
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,10,productive,productive_iteration,True,True,False,False,False,0.8
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,11,productive,productive_iteration,True,True,False,False,False,0.85
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,12,stagnant,none,False,False,False,False,False,0.7
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,13,stagnant,unproductive_cycle,False,False,True,False,False,0.9
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,14,productive,productive_iteration,False,True,True,False,False,0.88
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,15,productive,productive_iteration,False,True,True,False,False,0.9
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,16,productive,productive_iteration,False,True,True,False,False,0.65
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,17,stagnant,unproductive_cycle,False,False,True,False,False,0.8
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,18,productive,productive_iteration,True,True,True,False,False,0.7
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,19,productive,productive_iteration,True,True,True,False,False,0.75
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,20,productive,productive_iteration,True,True,True,False,False,0.65
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,21,productive,productive_iteration,True,True,True,False,False,0.7
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,22,productive,productive_iteration,True,True,True,False,False,0.65
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,23,stagnant,unproductive_cycle,False,False,True,False,False,0.8
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,24,productive,unproductive_cycle,False,False,True,False,False,0.85
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,25,productive,unproductive_cycle,True,True,True,False,False,0.85
Final500,Final500_T000076,d3e1a6e71607fd23228a7f53b41e6b8809d1025f4f940e6d9bcd1cdf6288809d,26,productive,unproductive_cycle,True,True,True,False,False,0.9
