released_task_id,benchmark_instance_id,arm,run_id,model_name_or_path,patch_generated,patch_bytes,changed_files_count,status,notes
released_task_a919c7a583ab5954,django__django-11206,HARD_STOP_GUARD,c78f69560bbc,deepseek-v4-flash,True,1092,1,completed,hard_stop_guard
released_task_cab2f650d91f6374,scikit-learn__scikit-learn-10844,NO_GUARD,3ebefc7b1dad,deepseek-v4-flash,True,631,1,completed,Submitted
released_task_cab2f650d91f6374,scikit-learn__scikit-learn-10844,WARN_REPLAN_GUARD,d36770f82e0a,deepseek-v4-flash,True,631,1,completed,Submitted
released_task_cab2f650d91f6374,scikit-learn__scikit-learn-10844,HARD_STOP_GUARD,1ab2f8a2d500,deepseek-v4-flash,True,631,1,completed,hard_stop_guard
released_task_f45d0c7549f17baa,sympy__sympy-11618,NO_GUARD,bb2fb219ef96,deepseek-v4-flash,True,1503,1,completed,Submitted
released_task_f45d0c7549f17baa,sympy__sympy-11618,WARN_REPLAN_GUARD,ef7dbe9b8ec3,deepseek-v4-flash,True,1273,1,completed,Submitted
released_task_f45d0c7549f17baa,sympy__sympy-11618,HARD_STOP_GUARD,da0dfbd5a420,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_58ded97d74649fee,sphinx-doc__sphinx-8551,NO_GUARD,1b4a81af397e,deepseek-v4-flash,True,700,1,completed,LimitsExceeded
released_task_58ded97d74649fee,sphinx-doc__sphinx-8551,WARN_REPLAN_GUARD,c6bc59119d0a,deepseek-v4-flash,True,838,1,completed,Submitted
released_task_58ded97d74649fee,sphinx-doc__sphinx-8551,HARD_STOP_GUARD,723480fc53a1,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_6205c20339254394,django__django-13212,NO_GUARD,487b98110410,deepseek-v4-flash,True,7048,1,completed,Submitted
released_task_6205c20339254394,django__django-13212,WARN_REPLAN_GUARD,149b417e11a4,deepseek-v4-flash,True,7522,2,completed,LimitsExceeded
released_task_6205c20339254394,django__django-13212,HARD_STOP_GUARD,1bb04e51de76,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_47d55095abaa47f9,django__django-16661,NO_GUARD,3d73e0547ad5,deepseek-v4-flash,False,0,0,infrastructure_failed,exception
released_task_47d55095abaa47f9,django__django-16661,WARN_REPLAN_GUARD,e29c7fc8e2b1,deepseek-v4-flash,True,736,1,completed,LimitsExceeded
released_task_47d55095abaa47f9,django__django-16661,HARD_STOP_GUARD,543bb6eae52c,deepseek-v4-flash,True,931,1,completed,hard_stop_guard
released_task_565e882d2900a39c,django__django-11734,NO_GUARD,d45d60710c56,deepseek-v4-flash,False,0,0,completed,LimitsExceeded
released_task_565e882d2900a39c,django__django-11734,WARN_REPLAN_GUARD,2f7da13678d3,deepseek-v4-flash,False,0,0,completed,LimitsExceeded
released_task_565e882d2900a39c,django__django-11734,HARD_STOP_GUARD,96f4538d5b0b,deepseek-v4-flash,False,0,0,completed,hard_stop_guard
released_task_47d55095abaa47f9,django__django-16661,NO_GUARD,8da38f2b329b,deepseek-v4-flash,True,932,1,completed,Submitted
