prompt_id,released_prefix_id,arm,status,attempts,latency_seconds,prompt_tokens,completion_tokens,total_tokens,error
prompt_69a4f5f3a4eda4ee,released_prefix_43028e6c3bd2850b,WARN_REPLAN,ok,1,4.6983,1371,463,1834,
prompt_3db8254bd1f63b13,released_prefix_9d701f37b2ecb457,NEUTRAL_CONTINUE,parse_failed,1,13.9779,1548,1600,3148,
prompt_0bcd8d9c4e8f9b00,released_prefix_9d701f37b2ecb457,WARN_REPLAN,ok,1,12.721,1613,1472,3085,
prompt_bb183822286e9ba9,released_prefix_0eee0bb42d58558d,NEUTRAL_CONTINUE,ok,1,5.1656,1365,475,1840,
prompt_38d167b3049452f9,released_prefix_0eee0bb42d58558d,WARN_REPLAN,ok,1,8.1779,1410,961,2371,
prompt_bf57f80a4be6a691,released_prefix_de99bb735450ea8f,NEUTRAL_CONTINUE,ok,1,4.5611,1794,447,2241,
prompt_0d8ee2c8f0956a66,released_prefix_de99bb735450ea8f,WARN_REPLAN,ok,1,10.1367,1839,1101,2940,
prompt_00f1a0a71a19b20c,released_prefix_0becdb1a949fc817,NEUTRAL_CONTINUE,ok,1,10.7388,2116,1329,3445,
prompt_626e6ac42152912e,released_prefix_0becdb1a949fc817,WARN_REPLAN,ok,1,10.4009,2161,1139,3300,
prompt_aed8d5aeee206fb0,released_prefix_fb72b64f0f4be6c5,NEUTRAL_CONTINUE,ok,1,5.5494,2440,627,3067,
prompt_0ab08a7327872a9e,released_prefix_fb72b64f0f4be6c5,WARN_REPLAN,ok,1,7.259,2485,775,3260,
prompt_fc475abbddb83459,released_prefix_03b06f57da7c4a5f,NEUTRAL_CONTINUE,ok,1,3.366,1809,373,2182,
prompt_8cb0a1bee4c14c8d,released_prefix_03b06f57da7c4a5f,WARN_REPLAN,ok,1,6.8313,1854,727,2581,
prompt_be8825f472c571c0,released_prefix_6005458507a9e32a,NEUTRAL_CONTINUE,ok,1,11.0702,2465,1262,3727,
prompt_4368e80b0592c6b4,released_prefix_6005458507a9e32a,WARN_REPLAN,ok,1,11.0877,2510,1377,3887,
prompt_13e1acac2ce35eef,released_prefix_19fd95f6fd1fe8e9,NEUTRAL_CONTINUE,ok,1,12.2632,1105,1268,2373,
prompt_4859ededc94dc71d,released_prefix_19fd95f6fd1fe8e9,WARN_REPLAN,ok,1,7.3092,1150,719,1869,
prompt_fac2826b4d80f4e2,released_prefix_03a4d8ac69cc8848,NEUTRAL_CONTINUE,ok,1,11.9018,1630,1239,2869,
prompt_ea831674461eec31,released_prefix_03a4d8ac69cc8848,WARN_REPLAN,ok,1,9.723,1675,916,2591,
prompt_5991cd2e42303f47,released_prefix_17ad0e847663996b,NEUTRAL_CONTINUE,ok,1,4.6981,1024,497,1521,
prompt_895330abc9fde78b,released_prefix_17ad0e847663996b,WARN_REPLAN,ok,1,4.8747,1069,430,1499,
prompt_50912fc472d7904c,released_prefix_69872ed3c8b33403,NEUTRAL_CONTINUE,ok,1,6.0141,2094,553,2647,
prompt_6e15234735490735,released_prefix_69872ed3c8b33403,WARN_REPLAN,ok,1,7.474,2139,721,2860,
prompt_6e8180951328e7d7,released_prefix_c916adfb959b30de,NEUTRAL_CONTINUE,ok,1,4.2798,2127,483,2610,
prompt_75beab770b65e6f4,released_prefix_c916adfb959b30de,WARN_REPLAN,ok,1,6.1497,2172,606,2778,
prompt_34d545d080f1831e,released_prefix_132a4646e4e368a6,NEUTRAL_CONTINUE,ok,1,5.9555,2073,597,2670,
prompt_c737af65b0890ac5,released_prefix_132a4646e4e368a6,WARN_REPLAN,ok,1,7.8215,2118,737,2855,
prompt_e33397a27c71689f,released_prefix_103e6083c693c1f4,NEUTRAL_CONTINUE,ok,1,6.4988,1330,724,2054,
prompt_cdf04ec25f09e15e,released_prefix_103e6083c693c1f4,WARN_REPLAN,ok,1,11.7504,1375,1211,2586,
prompt_5a9b956794c51e1b,released_prefix_7cc85bb93cc6f6d2,NEUTRAL_CONTINUE,ok,1,10.2457,1601,1015,2616,
prompt_f73d32aa51c08f0c,released_prefix_7cc85bb93cc6f6d2,WARN_REPLAN,parse_failed,1,15.8619,1626,1600,3226,
prompt_acd80c814c9b2393,released_prefix_02cc8a3fdd834ea5,NEUTRAL_CONTINUE,ok,1,9.2461,1591,967,2558,
prompt_bb5a0c475a201143,released_prefix_02cc8a3fdd834ea5,WARN_REPLAN,ok,1,10.451,1636,984,2620,
prompt_a08a9795e96cac34,released_prefix_3cc1f92edd12277d,NEUTRAL_CONTINUE,ok,1,5.2998,1185,547,1732,
prompt_75c9c5b4f439b8bd,released_prefix_3cc1f92edd12277d,WARN_REPLAN,ok,1,3.8979,1230,367,1597,
prompt_3103e95d9a111738,released_prefix_5eb2280b696423f7,NEUTRAL_CONTINUE,ok,1,6.2561,1172,559,1731,
prompt_f9bb5f11e794558c,released_prefix_5eb2280b696423f7,WARN_REPLAN,ok,1,4.694,1217,455,1672,
prompt_d3e4712558f032b1,released_prefix_0485ae130b84158c,NEUTRAL_CONTINUE,ok,1,6.2864,2158,596,2754,
prompt_300188c3eb975c16,released_prefix_0485ae130b84158c,WARN_REPLAN,ok,1,11.8025,2203,1126,3329,
prompt_af22246b0cef74b0,released_prefix_932691cd9497c720,NEUTRAL_CONTINUE,ok,1,7.1043,1711,684,2395,
prompt_229bc5b70aad2276,released_prefix_932691cd9497c720,WARN_REPLAN,ok,1,9.0193,1756,939,2695,
prompt_a27d1e317f1f65c2,released_prefix_751aaece4bb18f7b,NEUTRAL_CONTINUE,ok,1,9.4061,1893,939,2832,
prompt_1804f09d5d3394e9,released_prefix_751aaece4bb18f7b,WARN_REPLAN,ok,1,11.5024,1938,1289,3227,
prompt_a5f06f991a74d0c1,released_prefix_f63610a3bed63216,NEUTRAL_CONTINUE,ok,1,8.5615,1738,792,2530,
prompt_fff19580ebe5701f,released_prefix_f63610a3bed63216,WARN_REPLAN,ok,1,20.6182,1763,2069,3832,
prompt_d2db58bfe35e1182,released_prefix_84c191458943eef2,WARN_REPLAN,ok,1,16.3251,1389,1300,2689,
prompt_3db8254bd1f63b13,released_prefix_9d701f37b2ecb457,NEUTRAL_CONTINUE,ok,1,9.9893,1568,989,2557,
prompt_f73d32aa51c08f0c,released_prefix_7cc85bb93cc6f6d2,WARN_REPLAN,ok,1,6.4635,1646,532,2178,
prompt_816b182b7a3967d4,released_prefix_36363df438fc5288,NEUTRAL_CONTINUE,ok,1,10.9441,1945,1072,3017,
prompt_06dd2be54d98c3be,released_prefix_36363df438fc5288,WARN_REPLAN,ok,1,12.3465,1990,1157,3147,
prompt_8bfbd0f191e1819c,released_prefix_ccc44d60d1cb84b2,NEUTRAL_CONTINUE,ok,1,9.6425,2041,971,3012,
prompt_66e6607c8dd47250,released_prefix_ccc44d60d1cb84b2,WARN_REPLAN,ok,1,11.3327,2086,980,3066,
prompt_43444077cda6a5d4,released_prefix_2526f0424c04f0aa,NEUTRAL_CONTINUE,ok,1,10.0671,1315,792,2107,
prompt_aa9d3e4cf4082e85,released_prefix_2526f0424c04f0aa,WARN_REPLAN,ok,1,13.0481,1380,1020,2400,
prompt_c97ef25647158ee8,released_prefix_3f2a986b293df7cc,NEUTRAL_CONTINUE,ok,1,7.0953,2222,588,2810,
prompt_db6b37fe5a019a57,released_prefix_3f2a986b293df7cc,WARN_REPLAN,ok,1,7.957,2267,636,2903,
prompt_38dfccec1fb38fc5,released_prefix_0d291b9bd3126e9f,NEUTRAL_CONTINUE,ok,1,8.1039,2072,664,2736,
prompt_358f3cc8356622ee,released_prefix_0d291b9bd3126e9f,WARN_REPLAN,parse_failed,1,20.0723,2097,1600,3697,
prompt_308bb93970b064d9,released_prefix_db229a56b1a12185,NEUTRAL_CONTINUE,ok,1,8.8906,2164,635,2799,
prompt_5b3efaf87968a5d2,released_prefix_db229a56b1a12185,WARN_REPLAN,ok,1,12.6409,2209,994,3203,
prompt_1e05e1e590d6be7e,released_prefix_4f7d5fbd4be2c3a7,NEUTRAL_CONTINUE,ok,1,16.2242,2272,1327,3599,
prompt_36c7b7cc1d9ced6e,released_prefix_4f7d5fbd4be2c3a7,WARN_REPLAN,ok,1,17.4421,2317,1282,3599,
prompt_c34c0f0245c5a33e,released_prefix_5fbceba56c0abb37,NEUTRAL_CONTINUE,ok,1,7.3473,1840,555,2395,
prompt_503c73dbbb2ed60b,released_prefix_5fbceba56c0abb37,WARN_REPLAN,ok,1,11.4264,1885,836,2721,
prompt_b97183a8ede34b9c,released_prefix_d7001e0603c40c23,NEUTRAL_CONTINUE,ok,1,9.0505,2432,802,3234,
prompt_e0b367ef553de47e,released_prefix_d7001e0603c40c23,WARN_REPLAN,ok,1,10.4256,2477,828,3305,
prompt_e085eceec81196f0,released_prefix_972ef158dbfa4224,NEUTRAL_CONTINUE,ok,1,8.1282,2553,568,3121,
prompt_7f921f5eba77ecc2,released_prefix_972ef158dbfa4224,WARN_REPLAN,ok,1,11.349,2598,921,3519,
prompt_80b7556f7a1343e0,released_prefix_93649d56d6b98062,NEUTRAL_CONTINUE,ok,1,10.1331,2538,846,3384,
prompt_d5f19361e1aa44b4,released_prefix_93649d56d6b98062,WARN_REPLAN,ok,1,10.3499,2583,812,3395,
prompt_5aaa3cde73647d13,released_prefix_a7dabb5f98e629d9,NEUTRAL_CONTINUE,ok,1,9.0208,2318,729,3047,
prompt_8e589b3be541c27d,released_prefix_a7dabb5f98e629d9,WARN_REPLAN,ok,1,13.9235,2363,1141,3504,
prompt_dd1a9c4273eee476,released_prefix_22cdae301c7080fe,NEUTRAL_CONTINUE,ok,1,8.6095,1324,625,1949,
prompt_d6c34b2c1a8a742c,released_prefix_22cdae301c7080fe,WARN_REPLAN,ok,1,5.9074,1369,443,1812,
prompt_7d9a755d7e7b69a8,released_prefix_9f0516984cecff68,NEUTRAL_CONTINUE,ok,1,13.4053,2283,1127,3410,
prompt_b3379cb463de3e8e,released_prefix_9f0516984cecff68,WARN_REPLAN,ok,1,18.4907,2328,1536,3864,
prompt_cd5273b4dbfe563e,released_prefix_b8173e4132482d7c,NEUTRAL_CONTINUE,ok,1,12.8615,2275,1121,3396,
prompt_23b4806ca6e9f8ac,released_prefix_b8173e4132482d7c,WARN_REPLAN,ok,1,16.7277,2320,1368,3688,
prompt_237acceef15b96d9,released_prefix_b97be63579bd5d45,NEUTRAL_CONTINUE,ok,1,9.5798,1653,782,2435,
prompt_9af5e5bb39d737f3,released_prefix_b97be63579bd5d45,WARN_REPLAN,ok,1,15.2605,1698,1117,2815,
prompt_a6e8d7183b999e6a,released_prefix_910592f4dd4f6295,NEUTRAL_CONTINUE,ok,1,11.6237,1139,875,2014,
prompt_ef09d44aa40c8eed,released_prefix_910592f4dd4f6295,WARN_REPLAN,ok,1,6.9063,1184,504,1688,
prompt_5adf63b8a80e69b4,released_prefix_9ce2c7a602d19572,NEUTRAL_CONTINUE,ok,1,14.7755,1975,1356,3331,
prompt_d852497536614afb,released_prefix_9ce2c7a602d19572,WARN_REPLAN,ok,1,12.4333,2020,1061,3081,
prompt_12e5f4d96c0838f5,released_prefix_587386f360d615ec,NEUTRAL_CONTINUE,ok,1,14.0054,1880,1139,3019,
prompt_b039c8a438a74006,released_prefix_587386f360d615ec,WARN_REPLAN,ok,1,10.4367,1925,782,2707,
prompt_1c6e98afdd02c8cf,released_prefix_91fb948e243de1b9,NEUTRAL_CONTINUE,ok,1,6.5216,2103,538,2641,
prompt_b7063eb7e2e9f8b5,released_prefix_91fb948e243de1b9,WARN_REPLAN,ok,1,11.191,2148,818,2966,
prompt_8568566a8b58cca8,released_prefix_8d1415018fc2b40c,NEUTRAL_CONTINUE,ok,1,10.0495,1661,827,2488,
prompt_f27f292d8058c370,released_prefix_8d1415018fc2b40c,WARN_REPLAN,ok,1,15.8968,1706,1248,2954,
prompt_783798e49c940a0d,released_prefix_7232b534861fd69c,NEUTRAL_CONTINUE,ok,1,7.6147,1791,582,2373,
prompt_c509697481d9fc40,released_prefix_7232b534861fd69c,WARN_REPLAN,ok,1,7.8526,1836,631,2467,
prompt_14421334f4c2f16d,released_prefix_285aebbcf337a0c6,NEUTRAL_CONTINUE,ok,1,8.9522,2124,707,2831,
prompt_c90f9f2a6f46f4a4,released_prefix_285aebbcf337a0c6,WARN_REPLAN,ok,1,8.9331,2169,700,2869,
prompt_df514c516a88b647,released_prefix_924dcffdae0e8f89,NEUTRAL_CONTINUE,ok,1,19.2916,1149,1501,2650,
prompt_0345890365e07df7,released_prefix_924dcffdae0e8f89,WARN_REPLAN,ok,1,14.5501,1194,1316,2510,
prompt_59db7199d22b0979,released_prefix_dc499878126ba4e4,NEUTRAL_CONTINUE,ok,1,14.7898,981,1296,2277,
prompt_ecc7937b7ec7b282,released_prefix_dc499878126ba4e4,WARN_REPLAN,ok,1,14.1477,1046,1199,2245,
prompt_165ac843e3b714e4,released_prefix_f82dc91d9d3ef4e0,NEUTRAL_CONTINUE,ok,1,7.922,1105,774,1879,
prompt_74b8b2742526c26c,released_prefix_f82dc91d9d3ef4e0,WARN_REPLAN,ok,1,8.535,1150,711,1861,
prompt_0fd25310d6822732,released_prefix_9098924e65d2af8b,NEUTRAL_CONTINUE,ok,1,8.191,1147,769,1916,
prompt_d867700ae0965a0f,released_prefix_9098924e65d2af8b,WARN_REPLAN,ok,1,9.5719,1192,934,2126,
prompt_f1a423953e580b59,released_prefix_a2476d14ee40b827,NEUTRAL_CONTINUE,ok,1,9.1664,1625,783,2408,
prompt_5bb19515609a360e,released_prefix_a2476d14ee40b827,WARN_REPLAN,ok,1,16.503,1670,1378,3048,
prompt_671fe9dbf92aad38,released_prefix_2888f5305d28d661,NEUTRAL_CONTINUE,ok,1,14.902,1123,1251,2374,
prompt_33c707404c241a82,released_prefix_2888f5305d28d661,WARN_REPLAN,ok,1,11.603,1168,1000,2168,
prompt_19b1ff967036c7f1,released_prefix_6fcf65e0664efc51,NEUTRAL_CONTINUE,ok,1,8.4706,2178,801,2979,
prompt_478ae9fd33c45428,released_prefix_6fcf65e0664efc51,WARN_REPLAN,ok,1,8.6771,2223,781,3004,
prompt_6b879459b6603524,released_prefix_569030b24a1fe141,NEUTRAL_CONTINUE,ok,1,15.1315,2110,1369,3479,
prompt_3573272adbf6825f,released_prefix_569030b24a1fe141,WARN_REPLAN,ok,1,9.8216,2155,861,3016,
prompt_8ef7a09cfd3f446f,released_prefix_2766a415c6f51cb8,NEUTRAL_CONTINUE,ok,1,8.8942,2074,703,2777,
prompt_24345c30bf83cafb,released_prefix_2766a415c6f51cb8,WARN_REPLAN,ok,1,15.841,2119,1346,3465,
prompt_2053b769b01a6a9a,released_prefix_0b978def32b19c5a,NEUTRAL_CONTINUE,ok,1,13.3379,2203,1186,3389,
prompt_dac09f075cf44428,released_prefix_0b978def32b19c5a,WARN_REPLAN,ok,1,11.7903,2268,919,3187,
prompt_4b9df8b416296345,released_prefix_366a5229192d9708,NEUTRAL_CONTINUE,ok,1,12.9713,1087,953,2040,
prompt_8f50f16b5e271bd5,released_prefix_366a5229192d9708,WARN_REPLAN,ok,1,8.3708,1132,708,1840,
prompt_a69b0f4c42b05b22,released_prefix_a2313786b24aa8a2,NEUTRAL_CONTINUE,ok,1,13.0746,1367,1017,2384,
prompt_fd68f6494a0a45ce,released_prefix_a2313786b24aa8a2,WARN_REPLAN,ok,1,10.4414,1412,870,2282,
prompt_2c34a8ba95894c0b,released_prefix_05e0ccfba4692085,NEUTRAL_CONTINUE,ok,1,12.5485,1081,820,1901,
prompt_d0de5099a59c1b78,released_prefix_05e0ccfba4692085,WARN_REPLAN,ok,1,13.91,1126,1045,2171,
prompt_672ef2a0fd95c928,released_prefix_3180711f519d3071,NEUTRAL_CONTINUE,ok,1,13.6658,2196,1185,3381,
prompt_2170fb9f7f269adc,released_prefix_3180711f519d3071,WARN_REPLAN,parse_failed,1,21.4895,2221,1600,3821,
prompt_535d040e2774abae,released_prefix_d5680fd927d65478,NEUTRAL_CONTINUE,ok,1,7.1337,1117,540,1657,
prompt_18d2a3248457fe93,released_prefix_d5680fd927d65478,WARN_REPLAN,ok,1,7.8008,1162,564,1726,
prompt_af6576d6f6c30803,released_prefix_7c5e2792bf60602c,NEUTRAL_CONTINUE,ok,1,8.8826,1063,646,1709,
prompt_796bb0ebf26a3b21,released_prefix_7c5e2792bf60602c,WARN_REPLAN,ok,1,17.8672,1108,1313,2421,
prompt_7769e78557c49f64,released_prefix_b8e04f0ace9f2ec3,NEUTRAL_CONTINUE,ok,1,5.0783,1197,424,1621,
prompt_f5aba7f231a4c73c,released_prefix_b8e04f0ace9f2ec3,WARN_REPLAN,ok,1,8.4441,1242,763,2005,
prompt_2f0b39ebc875ba92,released_prefix_eb1ea77120d9edf4,NEUTRAL_CONTINUE,ok,1,9.571,1103,727,1830,
prompt_8eb41eaf3bdf133c,released_prefix_eb1ea77120d9edf4,WARN_REPLAN,ok,1,19.7216,1148,1500,2648,
prompt_9497de11e01bbab7,released_prefix_f2396d29c9f5043c,NEUTRAL_CONTINUE,ok,1,9.3534,1089,756,1845,
prompt_62300230c99a36f1,released_prefix_f2396d29c9f5043c,WARN_REPLAN,ok,1,15.3607,1134,1114,2248,
prompt_da647a693bdc0314,released_prefix_44424f3a9690020b,NEUTRAL_CONTINUE,ok,1,9.9466,1077,798,1875,
prompt_a93ab8c00c403de8,released_prefix_44424f3a9690020b,WARN_REPLAN,ok,1,12.3884,1122,923,2045,
prompt_16ac8a69e34dd043,released_prefix_0f62f4c45dc7c53c,NEUTRAL_CONTINUE,ok,1,7.4091,1631,548,2179,
prompt_0b4064866caa8fe4,released_prefix_0f62f4c45dc7c53c,WARN_REPLAN,ok,1,16.1735,1676,1291,2967,
prompt_fe2121cbb0e55b22,released_prefix_17bf4e5bb7c56218,NEUTRAL_CONTINUE,ok,1,11.4137,973,842,1815,
prompt_0fff3b6c63693504,released_prefix_17bf4e5bb7c56218,WARN_REPLAN,ok,1,12.0044,1018,835,1853,
prompt_93d7a4748b41408c,released_prefix_dcc3fe0e94a30f07,NEUTRAL_CONTINUE,ok,1,7.3066,1227,650,1877,
prompt_ff998d17b6e9cbee,released_prefix_dcc3fe0e94a30f07,WARN_REPLAN,ok,1,9.7142,1272,836,2108,
prompt_f38a01b4f42c6368,released_prefix_b93a7a2f8fed56bc,NEUTRAL_CONTINUE,ok,1,13.31,1548,1125,2673,
prompt_998c3a24d293b87e,released_prefix_b93a7a2f8fed56bc,WARN_REPLAN,ok,1,8.4227,1593,689,2282,
prompt_3510b9a6328a9d47,released_prefix_3ce7f6ed50b720f6,NEUTRAL_CONTINUE,ok,1,15.4879,1497,1269,2766,
prompt_ccc4c9b1b74fe778,released_prefix_3ce7f6ed50b720f6,WARN_REPLAN,ok,1,13.5675,1542,1093,2635,
prompt_b53610678a88898e,released_prefix_8a645cd80f240cfe,NEUTRAL_CONTINUE,ok,1,11.2442,1260,946,2206,
prompt_4d8072de21f77762,released_prefix_8a645cd80f240cfe,WARN_REPLAN,ok,1,10.6716,1305,795,2100,
prompt_594d3ce1634f4067,released_prefix_aa89c0bdd92de8d3,NEUTRAL_CONTINUE,ok,1,6.7125,931,448,1379,
prompt_b969d68d4a146ea5,released_prefix_aa89c0bdd92de8d3,WARN_REPLAN,ok,1,13.9868,976,1005,1981,
prompt_ec5870a1de820a64,released_prefix_591607023e315628,NEUTRAL_CONTINUE,ok,1,6.8673,1068,525,1593,
prompt_8a8ff56f52d61b3d,released_prefix_591607023e315628,WARN_REPLAN,ok,1,13.0593,1113,1168,2281,
prompt_bd48c5f59707b94c,released_prefix_987a0140bb6b51c8,NEUTRAL_CONTINUE,ok,1,7.6383,1118,641,1759,
prompt_c678e00c3193a71f,released_prefix_987a0140bb6b51c8,WARN_REPLAN,ok,1,14.2789,1163,1057,2220,
prompt_414f7516be252bc8,released_prefix_3cb61d4feaa7284d,NEUTRAL_CONTINUE,ok,1,18.7514,1079,1442,2521,
prompt_c6416b6b676290c9,released_prefix_3cb61d4feaa7284d,WARN_REPLAN,parse_failed,1,20.9308,1124,1600,2724,
prompt_40ede79941bf1b45,released_prefix_a4c103e967c9ca73,NEUTRAL_CONTINUE,ok,1,5.6775,1030,501,1531,
prompt_c8153b08c664963f,released_prefix_a4c103e967c9ca73,WARN_REPLAN,ok,1,14.7145,1075,1120,2195,
prompt_c193b4dd4c9c58d3,released_prefix_6cdfa0bf730d549f,NEUTRAL_CONTINUE,ok,1,5.4293,1843,425,2268,
prompt_35b73d93be3de51a,released_prefix_6cdfa0bf730d549f,WARN_REPLAN,ok,1,12.8772,1888,1005,2893,
prompt_8ce0e99553f6e054,released_prefix_12604110174a539e,NEUTRAL_CONTINUE,ok,1,11.6221,1854,940,2794,
prompt_f50fd9f1460cb04d,released_prefix_12604110174a539e,WARN_REPLAN,ok,1,18.616,1899,1415,3314,
prompt_016756eab71e79ed,released_prefix_21f5899ee51e0660,NEUTRAL_CONTINUE,ok,1,17.0688,999,1237,2236,
prompt_7a32cdbedefffc55,released_prefix_21f5899ee51e0660,WARN_REPLAN,ok,1,21.5569,1044,1531,2575,
prompt_a1fa3a2d047e372e,released_prefix_2fe2e0b879371568,NEUTRAL_CONTINUE,ok,1,14.7843,1444,1129,2573,
prompt_dd58300cec0471e9,released_prefix_2fe2e0b879371568,WARN_REPLAN,parse_failed,1,21.5337,1469,1600,3069,
prompt_e185666318b98a85,released_prefix_ab07c5af29462481,NEUTRAL_CONTINUE,ok,1,9.9368,1775,774,2549,
prompt_68468e0750b28827,released_prefix_ab07c5af29462481,WARN_REPLAN,parse_failed,1,19.8608,1800,1600,3400,
prompt_d60677ca914b79f0,released_prefix_0d732fe436fdc6b2,NEUTRAL_CONTINUE,ok,1,13.4451,1476,964,2440,
prompt_55cc02ca8314f29e,released_prefix_0d732fe436fdc6b2,WARN_REPLAN,ok,1,8.9681,1501,669,2170,
prompt_358f3cc8356622ee,released_prefix_0d291b9bd3126e9f,WARN_REPLAN,ok,1,19.4343,2117,1743,3860,
prompt_2170fb9f7f269adc,released_prefix_3180711f519d3071,WARN_REPLAN,ok,1,11.13,2241,986,3227,
prompt_c6416b6b676290c9,released_prefix_3cb61d4feaa7284d,WARN_REPLAN,ok,1,14.0954,1144,1110,2254,
prompt_dd58300cec0471e9,released_prefix_2fe2e0b879371568,WARN_REPLAN,ok,1,16.0249,1489,1178,2667,
prompt_68468e0750b28827,released_prefix_ab07c5af29462481,WARN_REPLAN,ok,1,9.8737,1820,764,2584,
